7.560000000000001e-12,30.25,50.69
8.292857142857143e-12,30.85,1.72
7.261000000000001e-12,31.14,-22.76
9.276e-12,31.44,-47.25
1.2250000000000001e-11,31.73,-71.73
8.315e-12,33.17,165.86
6.812222222222223e-12,33.46,141.38
8.025e-12,33.74,116.9
7.604e-12,34.03,92.42
7.58875e-12,34.31,67.93
7.90125e-12,34.86,18.98
7.965555555555554e-12,35.4,-29.98
7.412e-12,35.67,-54.46
7.7e-12,35.94,-78.93
7.2366666666666665e-12,36.21,-103.41
7.389999999999998e-12,36.48,-127.89
7.456666666666668e-12,36.75,-152.36
9.042000000000001e-12,37.27,158.69
7.267777777777778e-12,37.53,134.21
7.658333333333333e-12,38.05,85.26
7.191111111111111e-12,38.57,36.31
8.028571428571429e-12,39.56,-61.57
7.683333333333333e-12,39.81,-86.05
7.76125e-12,40.31,-134.99
7.15e-12,40.55,-159.46
8.4025e-12,40.79,176.07
9.6e-12,41.03,151.6
8.470000000000001e-12,41.27,127.13
7.73e-12,41.51,102.66
7.7e-12,41.75,78.2
7.557142857142858e-12,42.22,29.26
7.021111111111111e-12,42.46,4.79
7.35857142857143e-12,42.68,-19.67
8e-12,42.91,-44.14
7.317500000000001e-12,43.14,-68.61
7.3175e-12,43.37,-93.07
7.3025e-12,43.83,-142.0
8.287499999999999e-12,44.05,-166.47
7.703333333333333e-12,44.27,169.07
8.24e-12,44.49,144.6
8.005e-12,44.72,120.14
7.823333333333334e-12,44.94,95.68
7.557142857142856e-12,45.38,46.75
7.582857142857143e-12,45.59,22.29
7.291428571428572e-12,46.02,-26.63
8.126e-12,46.23,-51.09
7.358888888888891e-12,46.44,-75.56
8.2475e-12,46.65,-100.02
7.597142857142858e-12,46.86,-124.48
1.2765142857142859e-11,47.07,-148.94
8.41e-12,47.69,137.69
6.6599999999999995e-12,47.9,113.23
8.42e-12,48.51,39.85
7.723333333333334e-12,48.7,15.4
8.44e-12,48.9,-9.06
8.226000000000002e-12,49.1,-33.51
7.823333333333334e-12,49.29,-57.97
8.3325e-12,49.49,-82.43
7.61e-12,50.07,-155.79
8.27e-12,50.26,179.75
8.2575e-12,50.65,130.85
6.95875e-12,50.84,106.39
7.541249999999998e-12,51.21,57.49
7.768333333333334e-12,51.4,33.03
8.508e-12,51.58,8.58
7.263750000000001e-12,51.77,-15.87
8.328333333333333e-12,51.95,-40.32
7.66875e-12,52.13,-64.77
7.942e-12,52.5,-113.67
7.2350000000000006e-12,52.85,-162.57
7.418e-12,53.03,172.98
8.42375e-12,53.21,148.53
7.843333333333334e-12,53.39,124.08
8.305714285714287e-12,53.56,99.63
8.294e-12,53.91,50.74
7.444285714285714e-12,54.09,26.29
7.408e-12,54.26,1.85
7.872e-12,54.42,-22.6
7.415e-12,54.59,-47.05
7.377142857142858e-12,54.93,-95.94
7.323333333333334e-12,55.1,-120.38
7.634285714285715e-12,55.27,-144.83
8.02e-12,55.44,-169.27
7.702e-12,55.6,166.29
7.76e-12,55.77,141.84
8.294e-12,55.93,117.4
8.352500000000001e-12,56.1,92.96
7.278571428571428e-12,56.26,68.51
7.418333333333334e-12,56.42,44.07
8.080000000000001e-12,56.74,-4.81
7.437142857142857e-12,56.9,-29.25
8.068571428571428e-12,57.06,-53.69
7.0649999999999995e-12,57.22,-78.13
7.995e-12,57.53,-127.01
7.502857142857143e-12,57.69,-151.45
7.518333333333333e-12,58.0,159.67
7.508571428571428e-12,58.15,135.23
7.612857142857143e-12,58.3,110.8
7.775999999999999e-12,58.46,86.36
8.23e-12,58.76,37.48
7.071428571428572e-12,58.91,13.05
8.083333333333333e-12,59.06,-11.39
7.355e-12,59.2,-35.82
7.863333333333333e-12,59.5,-84.69
7.252e-12,59.65,-109.13
7.761666666666667e-12,59.8,-133.56
7.445e-12,60.08,177.57
7.312857142857144e-12,60.37,128.71
8.546e-12,60.52,104.27
7.524e-12,60.66,79.84
7.047142857142857e-12,60.8,55.41
7.434285714285714e-12,61.08,6.55
7.76e-12,61.22,-17.88
7.514285714285715e-12,61.36,-42.31
7.754e-12,61.5,-66.74
7.392000000000001e-12,61.78,-115.6
8.172857142857143e-12,61.91,-140.03
8.48e-12,62.05,-164.45
8.29e-12,62.32,146.69
8.32e-12,62.45,122.27
8.176666666666668e-12,62.59,97.84
7.547142857142857e-12,62.85,48.99
7.3875e-12,62.98,24.56
8.1075e-12,63.11,0.14
6.9428571428571425e-12,63.24,-24.28
7.781999999999999e-12,63.51,-73.13
7.858571428571429e-12,63.64,-97.55
8.355e-12,63.77,-121.97
7.6725e-12,64.02,-170.82
8.213333333333333e-12,64.15,164.76
7.278333333333332e-12,64.27,140.34
7.835e-12,64.53,91.5
7.456e-12,64.65,67.08
7.753333333333332e-12,64.78,42.66
8.75e-12,64.9,18.25
7.816666666666667e-12,65.02,-6.17
7.726666666666667e-12,65.14,-30.59
8.014e-12,65.26,-55.01
7.502e-12,65.39,-79.42
7.6475e-12,65.51,-103.84
7.3e-12,65.63,-128.25
8.106e-12,66.11,134.09
7.664285714285714e-12,66.35,85.26
7.539999999999999e-12,66.46,60.85
7.718e-12,66.7,12.03
8.180000000000001e-12,66.81,-12.38
7.714e-12,66.92,-36.79
7.425e-12,67.04,-61.2
7.860000000000001e-12,67.39,-134.43
8.48e-12,67.5,-158.83
7.015714285714286e-12,67.83,127.95
7.814e-12,67.95,103.54
7.463333333333333e-12,72.52,85.94
7.75e-12,72.61,61.56
8.009999999999998e-12,72.7,37.19
7.35e-12,72.79,12.82
7.444e-12,72.88,-11.56
7.24e-12,72.97,-35.93
7.708333333333334e-12,73.07,-60.3
7.214e-12,73.16,-84.67
9.963333333333334e-12,73.34,-133.41
7.58e-12,73.42,-157.77
9.323333333333333e-12,73.51,177.86
7.72e-12,73.87,80.4
7.261666666666666e-12,74.04,31.68
7.763333333333334e-12,74.12,7.32
7.103333333333333e-12,74.21,-17.04
7.302857142857143e-12,74.3,-41.4
8.28857142857143e-12,74.38,-65.76
7.45e-12,74.56,-114.47
7.2085714285714285e-12,74.64,-138.83
7.515e-12,74.72,-163.18
7.8925e-12,74.8,172.47
7.633999999999999e-12,74.89,148.11
7.334000000000001e-12,75.14,75.06
7.683333333333333e-12,75.3,26.37
7.868e-12,75.38,2.02
7.663333333333333e-12,75.46,-22.32
7.33e-12,75.54,-46.67
7.358571428571428e-12,75.63,-71.01
8.3525e-12,75.71,-95.35
6.942e-12,75.79,-119.69
7.2583333333333335e-12,75.86,-144.03
7.584999999999999e-12,76.26,94.3
7.888333333333334e-12,76.41,45.63
7.523999999999999e-12,76.49,21.3
7.6175e-12,76.56,-3.02
7.132857142857144e-12,76.64,-27.35
7.306666666666667e-12,76.71,-51.68
7.243333333333333e-12,76.79,-76.0
7.41142857142857e-12,76.94,-124.65
7.839999999999999e-12,77.01,-148.97
7.774000000000001e-12,77.09,-173.29
7.46e-12,77.16,162.4
7.361428571428571e-12,77.24,138.08
7.734e-12,77.31,113.77
7.294285714285715e-12,77.38,89.45
7.344285714285716e-12,77.45,65.14
8.484e-12,77.53,40.83
7.195e-12,77.6,16.52
7.445714285714286e-12,77.67,-7.79
7.44e-12,77.74,-32.1
7.175e-12,77.81,-56.4
7.755714285714286e-12,78.02,-129.3
8.122499999999999e-12,78.09,-153.6
7.68e-12,78.37,109.22
7.4575e-12,78.43,84.93
7.744e-12,78.5,60.64
7.085000000000001e-12,78.63,12.06
7.61e-12,78.7,-12.22
8.1475e-12,78.77,-36.5
8.4175e-12,78.84,-60.78
7.051428571428572e-12,78.97,-109.34
7.216666666666666e-12,79.03,-133.61
6.97e-12,79.09,-157.89
8.386666666666666e-12,79.22,153.57
8.038000000000001e-12,79.29,129.3
9.4075e-12,79.35,105.04
9.111999999999999e-12,79.47,56.51
7.893999999999998e-12,79.54,32.25
7.415e-12,79.6,7.99
7.5425e-12,79.72,-40.52
7.114e-12,79.85,-89.02
6.937142857142858e-12,79.9,-113.27
7.059999999999999e-12,79.96,-137.52
8.876e-12,80.2,125.52
7.513333333333333e-12,80.32,77.05
6.968333333333333e-12,80.37,52.82
7.98e-12,80.43,28.59
7.635714285714286e-12,80.48,4.37
7.405714285714287e-12,80.54,-19.86
6.707142857142857e-12,80.6,-44.08
7.062857142857143e-12,80.66,-68.3
7.0099999999999994e-12,80.71,-92.51
7.967142857142858e-12,81.14,73.84
7.1757142857142855e-12,81.29,1.25
7.11e-12,81.35,-22.93
7.53e-12,81.4,-47.11
7.812e-12,81.45,-71.29
7.075e-12,81.5,-95.47
7.377142857142858e-12,81.84,95.34
7.187142857142857e-12,81.89,71.19
7.362857142857144e-12,81.93,47.03
7.84e-12,81.97,22.87
7.639999999999999e-12,82.02,-1.28
7.0439999999999995e-12,82.07,-25.42
7.8575e-12,82.12,-49.56
7.326e-12,82.16,-73.69
8.001666666666667e-12,82.2,-97.84
7.705714285714285e-12,82.29,-146.11
7.562e-12,82.46,117.4
7.88125e-12,82.5,93.28
7.775e-12,82.54,69.16
8.804e-12,82.58,45.05
7.228571428571428e-12,82.62,20.93
8.215e-12,82.66,-3.17
6.78625e-12,82.7,-27.26
8.084285714285716e-12,82.78,-75.45
7.188571428571429e-12,82.81,-99.56
7.873333333333333e-12,82.85,-123.65
8.522e-12,82.96,164.1
6.9787499999999995e-12,83.0,140.02
8.005e-12,83.03,115.94
7.515000000000001e-12,83.07,91.87
6.917500000000001e-12,83.1,67.79
6.86625e-12,83.16,19.66
7.478571428571428e-12,83.2,-4.4
7.917142857142857e-12,83.23,-28.45
6.8925e-12,83.27,-52.5
7.69e-12,83.3,-76.56
7.84e-12,83.35,-124.67
6.9287499999999995e-12,83.39,-148.71
7.53375e-12,83.45,163.21
6.7925e-12,83.47,139.18
6.97e-12,-80.56,-150.86
6.539e-12,-80.58,-175.2
6.545e-12,-80.6,160.45
7.474e-12,-80.63,111.81
6.264e-12,-80.65,87.49
6.183333333333333e-12,-80.67,63.16
1.0189999999999999e-11,-80.79,-107.02
6.4549999999999995e-12,-80.81,-131.3
6.5485714285714285e-12,-80.82,-155.61
6.6642857142857145e-12,-80.86,155.78
7.472857142857143e-12,-80.88,107.22
6.832857142857142e-12,-80.92,58.63
6.6371428571428574e-12,-80.93,34.35
6.7475000000000005e-12,-80.94,10.07
8.183333333333334e-12,-80.96,-14.21
2.3966666666666665e-12,-81.0,-87.03
6.43e-12,-81.02,-135.54
6.935e-12,-81.03,-159.81
7.266e-12,-81.05,175.92
6.202000000000001e-12,-81.09,78.91
6.512222222222223e-12,-81.12,6.15
6.483333333333333e-12,-81.13,-18.09
6.5266666666666665e-12,-81.14,-42.33
