C2H2,0,-45.76,66.33
C2H2_err,0,-45.76,66.33
C2H6,1.7544e-10,-45.76,66.33
C2H6_err,2.1511999999999996e-11,-45.76,66.33
CCl2F2,4.014e-10,-45.76,66.33
CCl2F2_err,5.337000000000001e-12,-45.76,66.33
CCl3F,1.756e-10,-45.76,66.33
CCl3F_err,3.0199999999999997e-12,-45.76,66.33
CCl4,0,-45.76,66.33
CCl4_err,0,-45.76,66.33
CF4,7.318571428571429e-11,-45.76,66.33
CF4_err,3.387142857142857e-12,-45.76,66.33
CH3Cl,4.4733333333333334e-10,-45.76,66.33
CH3Cl_err,1.343888888888889e-10,-45.76,66.33
CH4,9.642513888888887e-07,-45.76,66.33
CH4_err,1.7673888888888896e-08,-45.76,66.33
CHF2Cl,1.7433333333333333e-10,-45.76,66.33
CHF2Cl_err,1.8836666666666665e-11,-45.76,66.33
ClONO2,6.048888888888889e-10,-45.76,66.33
ClONO2_err,5.2355555555555554e-11,-45.76,66.33
CO,5.975703846153847e-06,-45.76,66.33
COF2,1.0181000000000001e-10,-45.76,66.33
COF2_err,1.1389e-11,-45.76,66.33
CO_err,1.3633296153846152e-07,-45.76,66.33
dens,1.1524043499916668e+18,-45.76,66.33
H2CO,0,-45.76,66.33
H2CO_err,0,-45.76,66.33
H2O,4.525304347826086e-06,-45.76,66.33
H2O2,7.59e-11,-45.76,66.33
H2O2_err,1.6063333333333336e-11,-45.76,66.33
H2O_err,1.1138695652173914e-07,-45.76,66.33
HCl,1.635625e-09,-45.76,66.33
HCl_err,1.5184375e-10,-45.76,66.33
HCN,2.1960000000000002e-10,-45.76,66.33
HCN_err,1.1423000000000001e-11,-45.76,66.33
HCOOH,0,-45.76,66.33
HCOOH_err,0,-45.76,66.33
HF,7.314923076923076e-10,-45.76,66.33
HF_err,2.935e-11,-45.76,66.33
HNO3,4.869166666666666e-09,-45.76,66.33
HNO3_err,5.310833333333333e-11,-45.76,66.33
HO2NO2,1.2816666666666664e-11,-45.76,66.33
HO2NO2_err,2.1083333333333335e-11,-45.76,66.33
N2,0.805375,-45.76,66.33
N2O,1.644195e-07,-45.76,66.33
N2O5,6.209e-10,-45.76,66.33
N2O5_err,1.1052857142857145e-11,-45.76,66.33
N2O_err,1.9743875e-09,-45.76,66.33
N2_err,0.040025,-45.76,66.33
NO,7.107533577272726e-06,-45.76,66.33
NO2,5.7684e-10,-45.76,66.33
NO2_err,2.4683000000000002e-11,-45.76,66.33
NO_err,1.987287590909091e-07,-45.76,66.33
O3,2.155345833333333e-06,-45.76,66.33
O3_err,4.8651304347826094e-08,-45.76,66.33
OCS,3.297777777777778e-10,-45.76,66.33
OCS_err,6.896666666666668e-12,-45.76,66.33
P,0.03476096082972223,-45.76,66.33
SF6,6.4075e-12,-45.76,66.33
SF6_err,5.791249999999999e-13,-45.76,66.33
T,275.37027777777774,-45.76,66.33
T_fit,0.8055555555555556,-45.76,66.33
z,69.41388888888888,-45.76,66.33
