C2H2,2.5125e-10,-170.08,59.22
C2H2_err,1.1565e-11,-170.08,59.22
C2H6,5.016285714285715e-10,-170.08,59.22
C2H6_err,8.49e-11,-170.08,59.22
CCl2F2,3.004e-10,-170.08,59.22
CCl2F2_err,4.8249999999999985e-12,-170.08,59.22
CCl3F,0,-170.08,59.22
CCl3F_err,0,-170.08,59.22
CCl4,0,-170.08,59.22
CCl4_err,0,-170.08,59.22
CF4,7.538333333333333e-11,-170.08,59.22
CF4_err,3.3766666666666668e-12,-170.08,59.22
CH3Cl,4.86875e-10,-170.08,59.22
CH3Cl_err,1.5929999999999998e-10,-170.08,59.22
CH4,1.0831250000000003e-06,-170.08,59.22
CH4_err,2.1915500000000002e-08,-170.08,59.22
CHF2Cl,1.9309090909090907e-10,-170.08,59.22
CHF2Cl_err,2.7090909090909093e-11,-170.08,59.22
ClONO2,4.8725e-10,-170.08,59.22
ClONO2_err,7.6475e-11,-170.08,59.22
CO,5.175514814814816e-06,-170.08,59.22
COF2,1.0824375000000001e-10,-170.08,59.22
COF2_err,1.2222500000000003e-11,-170.08,59.22
CO_err,1.3304651851851854e-07,-170.08,59.22
dens,2.4388776596749993e+18,-170.08,59.22
H2CO,0,-170.08,59.22
H2CO_err,0,-170.08,59.22
H2O,9.300249999999998e-06,-170.08,59.22
H2O2,1.1789799999999998e-10,-170.08,59.22
H2O2_err,3.6048e-11,-170.08,59.22
H2O_err,2.9499583333333336e-07,-170.08,59.22
HCl,1.5546e-09,-170.08,59.22
HCl_err,1.009e-10,-170.08,59.22
HCN,1.975e-10,-170.08,59.22
HCN_err,1.4817e-11,-170.08,59.22
HCOOH,0,-170.08,59.22
HCOOH_err,0,-170.08,59.22
HF,7.659900000000001e-10,-170.08,59.22
HF_err,3.591666666666667e-11,-170.08,59.22
HNO3,3.3013285714285714e-09,-170.08,59.22
HNO3_err,8.252857142857142e-11,-170.08,59.22
HO2NO2,2.5666666666666665e-11,-170.08,59.22
HO2NO2_err,2.9686666666666665e-11,-170.08,59.22
N2,0.8031428571428572,-170.08,59.22
N2O,1.7372944444444444e-07,-170.08,59.22
N2O5,1.529e-09,-170.08,59.22
N2O5_err,1.0278000000000001e-11,-170.08,59.22
N2O_err,2.5721388888888892e-09,-170.08,59.22
N2_err,0.03687142857142857,-170.08,59.22
NO,7.936171238095238e-06,-170.08,59.22
NO2,1.2121636363636364e-09,-170.08,59.22
NO2_err,7.388454545454545e-11,-170.08,59.22
NO_err,2.562067619047619e-07,-170.08,59.22
O3,2.221436e-06,-170.08,59.22
O3_err,4.173125e-08,-170.08,59.22
OCS,3.4320000000000007e-10,-170.08,59.22
OCS_err,1.5215e-11,-170.08,59.22
P,0.07530544968222219,-170.08,59.22
SF6,6.618888888888888e-12,-170.08,59.22
SF6_err,1.4064444444444445e-12,-170.08,59.22
T,258.6783333333333,-170.08,59.22
T_fit,0.7222222222222222,-170.08,59.22
z,61.70277777777777,-170.08,59.22
