1.041407142857143e-05,30.25,50.69
1.2196461538461539e-05,30.85,1.72
0.00020004290000000003,31.14,-22.76
5.750000000000001e-06,31.44,-47.25
5.562857142857144e-06,31.73,-71.73
9.899518518518515e-05,33.17,165.86
0.0001742413793103448,33.46,141.38
6.0438888888888884e-06,33.74,116.9
6.140869565217392e-06,34.03,92.42
2.6628999999999995e-05,34.31,67.93
2.1324230769230772e-05,34.86,18.98
0.00014747035714285714,35.4,-29.98
5.706818181818181e-06,35.67,-54.46
5.398818181818183e-06,35.94,-78.93
2.4350000000000006e-05,36.21,-103.41
4.0757857142857155e-05,36.48,-127.89
8.36103703703704e-05,36.75,-152.36
5.3634090909090916e-06,37.27,158.69
0.00012936222222222223,37.53,134.21
6.692043478260868e-06,38.05,85.26
6.80377777777778e-05,38.57,36.31
0.00013499560000000002,39.56,-61.57
3.488629629629629e-05,39.81,-86.05
7.110333333333333e-05,40.31,-134.99
0.00013257611111111112,40.55,-159.46
5.367142857142859e-06,40.79,176.07
0.0002422838461538462,41.03,151.6
5.525190476190476e-06,41.27,127.13
5.308619047619048e-06,41.51,102.66
2.245083333333333e-05,41.75,78.2
1.824217391304348e-05,42.22,29.26
3.662199999999999e-05,42.46,4.79
2.7583043478260868e-05,42.68,-19.67
5.853999999999999e-06,42.91,-44.14
0.00011270423076923072,43.14,-68.61
6.268000000000003e-05,43.37,-93.07
0.00023507538461538458,43.83,-142.0
5.4515e-06,44.05,-166.47
6.673117391304348e-05,44.27,169.07
5.485050000000001e-06,44.49,144.6
6.440476190476191e-06,44.72,120.14
5.451904761904762e-06,44.94,95.68
9.674545454545454e-06,45.38,46.75
7.526818181818182e-06,45.59,22.29
1.412095238095238e-05,46.02,-26.63
6.175650000000001e-06,46.23,-51.09
3.220041666666667e-05,46.44,-75.56
5.71157894736842e-06,46.65,-100.02
2.416e-05,46.86,-124.48
7.539009999999999e-05,47.07,-148.94
1.1370588235294116e-05,47.69,137.69
1.1659473684210528e-05,47.9,113.23
6.919000000000001e-06,48.51,39.85
1.107904761904762e-05,48.7,15.4
5.857142857142857e-06,48.9,-9.06
5.949000000000001e-06,49.1,-33.51
6.844714285714285e-06,49.29,-57.97
5.466052631578947e-06,49.49,-82.43
1.297714285714286e-05,50.07,-155.79
6.734666666666667e-06,50.26,179.75
7.478736363636364e-05,50.65,130.85
3.69521052631579e-05,50.84,106.39
5.4796086956521724e-05,51.21,57.49
